INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,SMILES
DTXSID00368410,DSSTox_Substance_Id,DTXSID00368410,3-Methyl-1-phenyl-5-(pyrrolidin-1-yl)-1H-pyrazole-4-carbaldehyde,CC1=NN(C(N2CCCC2)=C1C=O)C1=CC=CC=C1
DTXSID80355186,DSSTox_Substance_Id,DTXSID80355186,"4-(2,5-dimethoxybenzoyl)benzoic acid",COC1=CC(C(=O)C2=CC=C(C=C2)C(O)=O)=C(OC)C=C1
DTXSID1042603,DSSTox_Substance_Id,DTXSID1042603,Nafadotride,CCCCN1CCCC1CNC(=O)C1=C(OC)C2=CC=CC=C2C(=C1)C#N
DTXSID7022964,DSSTox_Substance_Id,DTXSID7022964,Doxazosin,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1COC2=C(O1)C=CC=C2
DTXSID70210058,DSSTox_Substance_Id,DTXSID70210058,"9H-Carbazole, 9-methyl-3-nitro-",CN1C2=CC=CC=C2C2=C1C=CC(=C2)[N+]([O-])=O
DTXSID50659522,DSSTox_Substance_Id,DTXSID50659522,"1,1,1-Trifluoro-3-[(2-phenylethyl)sulfanyl]propan-2-one",FC(F)(F)C(=O)CSCCC1=CC=CC=C1
DTXSID9027443,DSSTox_Substance_Id,DTXSID9027443,N-(Butoxymethyl)acrylamide,CCCCOCNC(=O)C=C
DTXSID70188268,DSSTox_Substance_Id,DTXSID70188268,5-Methoxyindoleacetic acid,COC1=CC2=C(NC=C2CC(O)=O)C=C1
DTXSID10419088,DSSTox_Substance_Id,DTXSID10419088,MLS002701969,ClC1=CC=CC=C1NNC1=C2C=CC=CC2=NC1=O
DTXSID70160423,DSSTox_Substance_Id,DTXSID70160423,"4H-1-Benzopyran-4-one, 7-hydroxy-3-(3-methylphenoxy)-",CC1=CC(OC2=COC3=C(C=CC(O)=C3)C2=O)=CC=C1
DTXSID60610109,DSSTox_Substance_Id,DTXSID60610109,"N-(5-Phenyl-1H-1,2,4-triazol-3-yl)butanamide",CCCC(=O)NC1=NNC(=N1)C1=CC=CC=C1
DTXSID60236666,DSSTox_Substance_Id,DTXSID60236666,Desmethylsertraline,N[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12
DTXSID50349517,DSSTox_Substance_Id,DTXSID50349517,"(3,4,5-Trimethyl-1H-pyrazol-1-yl)acetic acid",CC1=NN(CC(O)=O)C(C)=C1C
DTXSID9045637,DSSTox_Substance_Id,DTXSID9045637,Stallimycin,CN1C=C(NC(=O)C2=CC(NC(=O)C3=CC(NC=O)=CN3C)=CN2C)C=C1C(=O)NCCC(N)=N
DTXSID20293371,DSSTox_Substance_Id,DTXSID20293371,ethyl 5-nitro-1H-indole-3-carboxylate,CCOC(=O)C1=CNC2=C1C=C(C=C2)[N+]([O-])=O
DTXSID50222134,DSSTox_Substance_Id,DTXSID50222134,PHA-793887,CC(C)CC(=O)NC1=NNC2=C1CN(C(=O)C1CCN(C)CC1)C2(C)C
DTXSID20110019,DSSTox_Substance_Id,DTXSID20110019,Guanethidine sulfate (1:1),OS(O)(=O)=O.NC(=N)NCCN1CCCCCCC1
DTXSID60311068,DSSTox_Substance_Id,DTXSID60311068,1-(Phenylsulfonyl)indole,O=S(=O)(N1C=CC2=CC=CC=C12)C1=CC=CC=C1
DTXSID4039231,DSSTox_Substance_Id,DTXSID4039231,Allyl chloride,ClCC=C
DTXSID40350576,DSSTox_Substance_Id,DTXSID40350576,ST008432,[O-][N+](=O)C1=NN(CC(=O)C2=CC=CC=C2)C=C1
DTXSID8047345,DSSTox_Substance_Id,DTXSID8047345,N-(diaminomethylidene)-3-(methylsulfonyl)-4-(propan-2-yl)benzamide,CC(C)C1=CC=C(C=C1S(C)(=O)=O)C(=O)N=C(N)N
DTXSID50181671,DSSTox_Substance_Id,DTXSID50181671,Potassium cyclohexylxanthate,[K+].[S-]C(=S)OC1CCCCC1
DTXSID00358715,DSSTox_Substance_Id,DTXSID00358715,"4-chloro-1-methyl-1,3-dihydroimidazo[4.5-c]pyridin-2-one",CN1C(=O)NC2=C1C=CN=C2Cl
DTXSID1021164,DSSTox_Substance_Id,DTXSID1021164,Piperazine,C1CNCCN1
DTXSID10458098,DSSTox_Substance_Id,DTXSID10458098,"N-(2,6-diphenylpyrimidin-4-yl)acetamide",CC(=O)NC1=NC(=NC(=C1)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID40883354,DSSTox_Substance_Id,DTXSID40883354,D-Arginine,N[C@H](CCCNC(N)=N)C(O)=O
DTXSID8048280,DSSTox_Substance_Id,DTXSID8048280,Pimobendan,COC1=CC=C(C=C1)C1=NC2=CC=C(C=C2N1)C1=NNC(=O)CC1C
DTXSID70173896,DSSTox_Substance_Id,DTXSID70173896,"Phosphonic acid, p-aminobenzyl-, diethyl ester",CCOP(=O)(CC1=CC=C(N)C=C1)OCC
DTXSID60329380,DSSTox_Substance_Id,DTXSID60329380,TCMDC-123947,CC1=CC2=C(NC3=CC=CC=C3C2=O)C=C1
DTXSID0047907,DSSTox_Substance_Id,DTXSID0047907,"1-Butyl-2,3-dimethylimidazolium hexafluorophosphate",F[P-](F)(F)(F)(F)F.CCCCN1C=C[N+](C)=C1C
DTXSID20357280,DSSTox_Substance_Id,DTXSID20357280,"2,3-dimethoxy-N-(4-pyridinyl)benzamide",COC1=CC=CC(C(=O)NC2=CC=NC=C2)=C1OC
DTXSID60385704,DSSTox_Substance_Id,DTXSID60385704,5-bromo-2-nitro-N-phenylpyridin-3-amine,[O-][N+](=O)C1=C(NC2=CC=CC=C2)C=C(Br)C=N1
DTXSID90298111,DSSTox_Substance_Id,DTXSID90298111,4-(2-phenoxyethoxy)benzoic acid,OC(=O)C1=CC=C(OCCOC2=CC=CC=C2)C=C1
DTXSID40155361,DSSTox_Substance_Id,DTXSID40155361,N(4)-Acetylsulfamerazine,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC(C)=N1
DTXSID30186780,DSSTox_Substance_Id,DTXSID30186780,"2-Amino-4,5-diphenyloxazole",NC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID20385321,DSSTox_Substance_Id,DTXSID20385321,"Benzoic acid, 4,4'-(3-oxo-1(3H)-isobenzofuranylidene)bis-",OC(=O)C1=CC=C(C=C1)C1(OC(=O)C2=CC=CC=C12)C1=CC=C(C=C1)C(O)=O
DTXSID7048405,DSSTox_Substance_Id,DTXSID7048405,Pancuronium,[H][C@@]1(C[C@@]2([H])[C@]3([H])CC[C@@]4([H])C[C@H](OC(C)=O)[C@]([H])(C[C@]4(C)C3CC[C@]2(C)[C@H]1OC(C)=O)[N+]1(C)CCCCC1)[N+]1(C)CCCCC1
DTXSID0022694,DSSTox_Substance_Id,DTXSID0022694,Buclizine,CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1
DTXSID30170003,DSSTox_Substance_Id,DTXSID30170003,Tapentadol,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1
DTXSID3047504,DSSTox_Substance_Id,DTXSID3047504,Timolol maleate salt,OC(=O)\C=C/C(O)=O.CC(C)(C)NC[C@H](O)COC1=NSN=C1N1CCOCC1
DTXSID80166956,DSSTox_Substance_Id,DTXSID80166956,"4(3H)-Quinazolinone, 3-methyl-6-nitro-",CN1C=NC2=C(C=C(C=C2)[N+]([O-])=O)C1=O
DTXSID50225665,DSSTox_Substance_Id,DTXSID50225665,2-Methyl-1-naphthol,CC1=C(O)C2=CC=CC=C2C=C1
DTXSID4022448,DSSTox_Substance_Id,DTXSID4022448,Metolachlor,CCC1=C(N(C(C)COC)C(=O)CCl)C(C)=CC=C1
DTXSID50209980,DSSTox_Substance_Id,DTXSID50209980,4-Hydroxyquinoline,OC1=CC=NC2=CC=CC=C12
DTXSID70320505,DSSTox_Substance_Id,DTXSID70320505,NSC360494,OC(=O)C1=NN(C2=C1C(=O)C1=CC=CC=C1C2=O)C1=CC=C(Cl)C=C1
DTXSID00171022,DSSTox_Substance_Id,DTXSID00171022,Jaceosidin,COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O1)C=C(O)C(OC)=C2O
DTXSID20548454,DSSTox_Substance_Id,DTXSID20548454,"1-(2,6-Dimethoxy-4-methylphenyl)-2-propanamine",COC1=CC(C)=CC(OC)=C1CC(C)N
DTXSID8037752,DSSTox_Substance_Id,DTXSID8037752,Diphenyl isophthalate,O=C(OC1=CC=CC=C1)C1=CC(=CC=C1)C(=O)OC1=CC=CC=C1
DTXSID30285580,DSSTox_Substance_Id,DTXSID30285580,MLS002608394,CCCN1C=NC2=C1N=C(N)N=C2SCC1=CC=CC=C1
DTXSID30357019,DSSTox_Substance_Id,DTXSID30357019,"3,6-dibromoquinoline",BrC1=CC2=CC(Br)=CN=C2C=C1
DTXSID50389377,DSSTox_Substance_Id,DTXSID50389377,3-(Naphthalene-2-sulfonyl)-thiazolidine-2-carboxylic acid,OC(=O)C1SCCN1S(=O)(=O)C1=CC2=CC=CC=C2C=C1
DTXSID10647743,DSSTox_Substance_Id,DTXSID10647743,"3-{4-[2-(2,4-Difluorophenyl)-1-(3-ethoxyphenyl)-1H-imidazole-4-carbonyl]piperazin-1-yl}naphthalene-1-carboxylic acid",CCOC1=CC=CC(=C1)N1C=C(N=C1C1=C(F)C=C(F)C=C1)C(=O)N1CCN(CC1)C1=CC2=CC=CC=C2C(=C1)C(O)=O
DTXSID80223417,DSSTox_Substance_Id,DTXSID80223417,"1H-Pyrazino(3,2,1-jk)carbazole, 2,4,5,6-tetrahydro-8-methyl-, monohydrochloride",Cl.CC1=CC2=C(C=C1)N1CCN=C3CCCC2=C13
DTXSID30568961,DSSTox_Substance_Id,DTXSID30568961,2-[4-(Trifluoromethyl)phenyl]quinazolin-4(1H)-one,FC(F)(F)C1=CC=C(C=C1)C1=NC(=O)C2=CC=CC=C2N1
DTXSID7034250,DSSTox_Substance_Id,DTXSID7034250,Chlorfenvinphos,CCOP(=O)(OCC)OC(=CCl)C1=C(Cl)C=C(Cl)C=C1
DTXSID20186613,DSSTox_Substance_Id,DTXSID20186613,"Isoquinoline, 1-phenyl-",C1=CC=C(C=C1)C1=NC=CC2=CC=CC=C12
DTXSID1044229,DSSTox_Substance_Id,DTXSID1044229,Parecoxib,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C1=C(C)ON=C1C1=CC=CC=C1
DTXSID50386366,DSSTox_Substance_Id,DTXSID50386366,MLS000107830,CC(C)C1N(OC2=C1C(=O)CC(C)(C)C2)C1=CC=CC=C1
DTXSID60160639,DSSTox_Substance_Id,DTXSID60160639,BD 1008,CN(CCN1CCCC1)CCC1=CC(Cl)=C(Cl)C=C1
DTXSID8043789,DSSTox_Substance_Id,DTXSID8043789,Choline ion,C[N+](C)(C)CCO
DTXSID30378168,DSSTox_Substance_Id,DTXSID30378168,3-(1H-indol-3-yl)-2-methylpropanoic acid,CC(CC1=CNC2=CC=CC=C12)C(O)=O
DTXSID7048958,DSSTox_Substance_Id,DTXSID7048958,Toltrazuril sulfone,CN1C(=O)NC(=O)N(C1=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C(F)(F)F)C(C)=C1
DTXSID70278698,DSSTox_Substance_Id,DTXSID70278698,6-Amino-2-(methylsulfanyl)pyrimidin-4(1H)-one,CSC1=NC(=O)C=C(N)N1
DTXSID8047212,DSSTox_Substance_Id,DTXSID8047212,FD&C Yellow 5 parent,OC(=O)C1=C(N=NC2=CC=C(C=C2)S(O)(=O)=O)C(=O)N(N1)C1=CC=C(C=C1)S(O)(=O)=O
DTXSID00353442,DSSTox_Substance_Id,DTXSID00353442,MLS000105568,CN1CCCC2=C1NC(=O)C(=C2)C#N
DTXSID90219583,DSSTox_Substance_Id,DTXSID90219583,Prifelone,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)C1=CC=CS1
DTXSID1022897,DSSTox_Substance_Id,DTXSID1022897,Deslanoside,C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](C)O2)[C@@H](C)O1)O[C@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@@H](O)[C@]2(C)[C@H](CC[C@]32O)C2=CC(=O)OC2)C1
DTXSID0068315,DSSTox_Substance_Id,DTXSID0068315,"Phenol, 2-amino-4,6-dimethyl-",CC1=CC(N)=C(O)C(C)=C1
DTXSID80357640,DSSTox_Substance_Id,DTXSID80357640,N-(4-methoxyphenyl)-2-(2-methylpropyl)quinoline-4-carboxamide,COC1=CC=C(NC(=O)C2=CC(CC(C)C)=NC3=CC=CC=C23)C=C1
DTXSID30161835,DSSTox_Substance_Id,DTXSID30161835,RG 14893,CN(CCC1=CC=CC=C1)C(=O)CC1=C2C=CC=C(OCC3=CC=CC=C3)C2=CC(=C1)C(O)=O
DTXSID50312100,DSSTox_Substance_Id,DTXSID50312100,"1,1,1-Triphenylpropane",CCC(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
DTXSID8048864,DSSTox_Substance_Id,DTXSID8048864,S-(+)-Methamphetamine hydrochloride,Cl.CN[C@@H](C)CC1=CC=CC=C1
DTXSID70168969,DSSTox_Substance_Id,DTXSID70168969,Roxifiban,CCCCOC(=O)N[C@@H](CNC(=O)C[C@H]1CC(=NO1)C1=CC=C(C=C1)C(N)=N)C(=O)OC
DTXSID10304900,DSSTox_Substance_Id,DTXSID10304900,"2,5-Cyclohexadiene-1,2-dicarboxylicacid",OC(=O)C1C=CCC=C1C(O)=O
DTXSID2023438,DSSTox_Substance_Id,DTXSID2023438,Pergolide,CCCN1C[C@H](CSC)C[C@H]2[C@H]1CC1=CNC3=CC=CC2=C13
DTXSID5021338,DSSTox_Substance_Id,DTXSID5021338,Thiamphenicol,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CO)NC(=O)C(Cl)Cl
DTXSID10173153,DSSTox_Substance_Id,DTXSID10173153,Thiodipin,S=P(N1CC1)(N1CC1)N1CCN(CC1)P(=S)(N1CC1)N1CC1
DTXSID90456956,DSSTox_Substance_Id,DTXSID90456956,5-ethyl-4-oxo-5-phenylfuran-2-carboxylic acid,CCC1(OC(=CC1=O)C(O)=O)C1=CC=CC=C1
DTXSID40287338,DSSTox_Substance_Id,DTXSID40287338,MLS002667383,OC(CC(=O)C1=CC=CC=C1O)C1=CC=NC=C1
DTXSID70165998,DSSTox_Substance_Id,DTXSID70165998,ZM 230487,CCN1C(=O)C=CC2=C1C=CC(COC1=CC(F)=CC(=C1)C1(CCOCC1)OC)=C2
DTXSID0044654,DSSTox_Substance_Id,DTXSID0044654,Labetalol hydrochloride,Cl.CC(CCC1=CC=CC=C1)NCC(O)C1=CC(C(N)=O)=C(O)C=C1
DTXSID60590816,DSSTox_Substance_Id,DTXSID60590816,"3-(2,4-Diaminopteridin-6-yl)phenol",NC1=NC2=NC=C(N=C2C(N)=N1)C1=CC(O)=CC=C1
DTXSID6045082,DSSTox_Substance_Id,DTXSID6045082,Cinchonine,[H][C@@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@@H](O)C1=CC=NC2=C1C=CC=C2
DTXSID90434774,DSSTox_Substance_Id,DTXSID90434774,"(S)-2-(2-((S)-2-Acetamido-4-methylpentanamido)acetamido)-N-(4-methyl-2-oxo-2H-chromen-7-yl)-6-(2,2,2-trifluoroacetamido)hexanamide",CC(C)C[C@H](NC(C)=O)C(=O)NCC(=O)N[C@@H](CCCCNC(=O)C(F)(F)F)C(=O)NC1=CC2=C(C=C1)C(C)=CC(=O)O2
DTXSID0021098,DSSTox_Substance_Id,DTXSID0021098,Ozone,[O-][O+]=O
DTXSID60659053,DSSTox_Substance_Id,DTXSID60659053,N-Ethyl-2-[4-(pyridin-2-yl)-1H-pyrazol-1-yl]adenosine,CCNC1=C2N=CN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)C2=NC(=N1)N1C=C(C=N1)C1=CC=CC=N1
DTXSID60401175,DSSTox_Substance_Id,DTXSID60401175,"3-chloro-7,8,9,10-tetrahydro-6H-azepino[2,1-b]quinazolin-12-one",ClC1=CC2=C(C=C1)C(=O)N1CCCCCC1=N2
DTXSID00223651,DSSTox_Substance_Id,DTXSID00223651,"(2,2':5',2''-Terthiophene)-5-carboxaldehyde",O=CC1=CC=C(S1)C1=CC=C(S1)C1=CC=CS1
DTXSID80173463,DSSTox_Substance_Id,DTXSID80173463,"11-(4-Methyl-1-piperazinyl)-5H-dibenzo(b,e)(1,4)diazepine",CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=CC=CC=C12
DTXSID90297245,DSSTox_Substance_Id,DTXSID90297245,MLS002706602,COC1=C(OC)C=C(C(CC2=NCCC3=CC(OC)=C(OC)C=C23)=C1)[N+]([O-])=O
DTXSID0038700,DSSTox_Substance_Id,DTXSID0038700,2-Methoxy-4-nitroaniline,COC1=CC(=CC=C1N)[N+]([O-])=O
DTXSID6043882,DSSTox_Substance_Id,DTXSID6043882,CGS 21680,CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=C(NCCC1=CC=C(CCC(O)=O)C=C1)N=C2N
DTXSID40153064,DSSTox_Substance_Id,DTXSID40153064,"Methyl 2,5-dimethyl-4-(2-(phenylmethyl)benzoyl)-1H-pyrrole-3-carboxylate",COC(=O)C1=C(C)NC(C)=C1C(=O)C1=CC=CC=C1CC1=CC=CC=C1
DTXSID00474707,DSSTox_Substance_Id,DTXSID00474707,VRT-325,COC1=CC=C(C=C1)S(=O)(=O)N1CCN(CC1)C(C)C1=NC2=CC=CC=C2C(OC2CCCCC2)=N1
DTXSID90207642,DSSTox_Substance_Id,DTXSID90207642,"Phenol, 4,4'-indole-2,3-diyldi-",OC1=CC=C(C=C1)C1=C(C2=CC=CC=C2N1)C1=CC=C(O)C=C1
DTXSID80341468,DSSTox_Substance_Id,DTXSID80341468,1-(5-Methyl-furan-2-carbonyl)-piperidine-2-carboxylic acid,CC1=CC=C(O1)C(=O)N1CCCCC1C(O)=O
DTXSID1045877,DSSTox_Substance_Id,DTXSID1045877,4-Amino-3-hydroxybutyric acid,NCC(O)CC(O)=O
DTXSID5023320,DSSTox_Substance_Id,DTXSID5023320,Midazolam,CC1=NC=C2CN=C(C3=CC=CC=C3F)C3=CC(Cl)=CC=C3N12
DTXSID10384641,DSSTox_Substance_Id,DTXSID10384641,"3-Cinnolinecarboxamide, 4-amino-",NC(=O)C1=C(N)C2=CC=CC=C2N=N1
DTXSID40228443,DSSTox_Substance_Id,DTXSID40228443,GNF-2,NC(=O)C1=CC=CC(=C1)C1=CC(NC2=CC=C(OC(F)(F)F)C=C2)=NC=N1
DTXSID00172312,DSSTox_Substance_Id,DTXSID00172312,Cholecystokinin pentapeptide,CSCC[C@H](NC(=O)[C@H](CC1=CNC2=CC=CC=C12)NC(=O)CN)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O
DTXSID80582415,DSSTox_Substance_Id,DTXSID80582415,N-[3-(3-Methoxyphenyl)-3-phenylpropyl]acetamide,COC1=CC=CC(=C1)C(CCNC(C)=O)C1=CC=CC=C1
DTXSID30648575,DSSTox_Substance_Id,DTXSID30648575,4-{[(2R)-4-(Morpholin-4-yl)-1-(phenylsulfanyl)butan-2-yl]amino}-3-(trifluoromethanesulfonyl)benzene-1-sulfonamide,NS(=O)(=O)C1=CC(=C(N[C@H](CCN2CCOCC2)CSC2=CC=CC=C2)C=C1)S(=O)(=O)C(F)(F)F
DTXSID80202580,DSSTox_Substance_Id,DTXSID80202580,"1,2,4-Benzotriazine, 3-amino-7-chloro-",NC1=NC2=C(C=C(Cl)C=C2)N=N1
DTXSID9047887,DSSTox_Substance_Id,DTXSID9047887,Pentylparaben,CCCCCOC(=O)C1=CC=C(O)C=C1
DTXSID30167074,DSSTox_Substance_Id,DTXSID30167074,Lubazodone,FC1=C2CCCC2=C(OC[C@@H]2CNCCO2)C=C1
DTXSID30176762,DSSTox_Substance_Id,DTXSID30176762,"4H-Dibenzo(de,g)quinoline, 5,6-dihydro-1,2,9,10-tetramethoxy-6-methyl-",COC1=CC2=CC3=C4C(CCN3C)=CC(OC)=C(OC)C4=C2C=C1OC
DTXSID5020233,DSSTox_Substance_Id,DTXSID5020233,Ergocalciferol,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)CCC1=C)[C@H](C)\C=C\[C@H](C)C(C)C
DTXSID8046876,DSSTox_Substance_Id,DTXSID8046876,Bryostatin 1,CCC\C=C\C=C\C(=O)O[C@H]1\C(C[C@H]2C[C@@H](OC(=O)C[C@H](O)C[C@@H]3C[C@H](OC(C)=O)C(C)(C)[C@](O)(C[C@@H]4C\C(C[C@@H](O4)\C=C\C(C)(C)[C@]1(O)O2)=C\C(=O)OC)O3)[C@@H](C)O)=C\C(=O)OC
DTXSID50228358,DSSTox_Substance_Id,DTXSID50228358,N-Tetradecylphosphorylcholine,CCCCCCCCCCCCCCOP([O-])(=O)OCC[N+](C)(C)C
DTXSID10337177,DSSTox_Substance_Id,DTXSID10337177,1-(Benzoxazol-2-ylthio)-propan-2-one,CC(=O)CSC1=NC2=CC=CC=C2O1
DTXSID9046865,DSSTox_Substance_Id,DTXSID9046865,Haloprogin,ClC1=CC(Cl)=C(Cl)C=C1OCC#CI
DTXSID90349591,DSSTox_Substance_Id,DTXSID90349591,1-[2-(dimethylamino)ethyl]-5-oxopyrrolidine-3-carboxylic acid,CN(C)CCN1CC(CC1=O)C(O)=O
DTXSID30405488,DSSTox_Substance_Id,DTXSID30405488,6-Hydroxy-1-tetralone,OC1=CC2=C(C=C1)C(=O)CCC2
DTXSID90349834,DSSTox_Substance_Id,DTXSID90349834,"5,8-dichloro-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one",ClC1=C2NC3=C(CCNC3=O)C2=C(Cl)C=C1
DTXSID8047896,DSSTox_Substance_Id,DTXSID8047896,Enzacamene,CC1=CC=C(C=C2C3CCC(C)(C2=O)C3(C)C)C=C1
DTXSID70331797,DSSTox_Substance_Id,DTXSID70331797,Vernoflexin,CC(C)=CC(=O)O[C@H]1C[C@@H]2[C@@H]([C@H]3OC(=O)C(=C)[C@@H]3CCC2=C)C1=C
DTXSID80430841,DSSTox_Substance_Id,DTXSID80430841,"Benzoic acid, 2-decyl-6-hydroxy-",CCCCCCCCCCC1=C(C(O)=O)C(O)=CC=C1
DTXSID30367698,DSSTox_Substance_Id,DTXSID30367698,(2S)-2-[[(2S)-2-benzamido-3-phenylpropanoyl]amino]propanoic acid,C[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C1=CC=CC=C1)C(O)=O
DTXSID80354619,DSSTox_Substance_Id,DTXSID80354619,2-(3-Aminobenzoylamino)benzoic acid,NC1=CC=CC(=C1)C(=O)NC1=CC=CC=C1C(O)=O
DTXSID40284827,DSSTox_Substance_Id,DTXSID40284827,MLS002608145,CN(C)CC(C(=O)CC1=CC=CC=C1)C1=CC=CC=C1
DTXSID7040152,DSSTox_Substance_Id,DTXSID7040152,Arbutin,OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O
DTXSID10388402,DSSTox_Substance_Id,DTXSID10388402,5-chloro-2-hydroxy-N-pyridin-2-ylbenzamide,OC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=CC=N1
DTXSID8020626,DSSTox_Substance_Id,DTXSID8020626,Flecainide acetate,CC(O)=O.FC(F)(F)COC1=CC(C(=O)NCC2CCCCN2)=C(OCC(F)(F)F)C=C1
DTXSID80361984,DSSTox_Substance_Id,DTXSID80361984,ZINC01192507,COC1=CC(NC(=O)C2=CC=CS2)=C(OC)C=C1NC(=O)C1=CC=CS1
DTXSID40302838,DSSTox_Substance_Id,DTXSID40302838,NSC154572,OC1=CC=C(CCNCC2=CC3=C(OCO3)C=C2Br)C=C1
DTXSID10384782,DSSTox_Substance_Id,DTXSID10384782,1-[3-nitro-4-(phenylthio)phenyl]ethan-1-one,CC(=O)C1=CC(=C(SC2=CC=CC=C2)C=C1)[N+]([O-])=O
DTXSID0023454,DSSTox_Substance_Id,DTXSID0023454,Pheniramine,CN(C)CCC(C1=CC=CC=C1)C1=NC=CC=C1
DTXSID60197687,DSSTox_Substance_Id,DTXSID60197687,"4',5,7-trihydroxy-3'-methoxyflavone",COC1=C(O)C=CC(=C1)C1=CC(=O)C2=C(O)C=C(O)C=C2O1
DTXSID20351349,DSSTox_Substance_Id,DTXSID20351349,1-(4-bromophenyl)-3-methylthiourea,CNC(=S)NC1=CC=C(Br)C=C1
DTXSID90296410,DSSTox_Substance_Id,DTXSID90296410,MLS002704133,CC(C)(C)NC(C(=C)C(=O)C1=CC=CC=C1)C1=CC=CC=C1
DTXSID5060061,DSSTox_Substance_Id,DTXSID5060061,"Ethanone, 1-(2,4,6-trihydroxyphenyl)-",CC(=O)C1=C(O)C=C(O)C=C1O
DTXSID80372656,DSSTox_Substance_Id,DTXSID80372656,"Thiazolo[5,4-b]pyridin-2-amine, N-butyl-",CCCCNC1=NC2=C(S1)N=CC=C2
DTXSID00419315,DSSTox_Substance_Id,DTXSID00419315,"(E)-3-(1,3-benzodioxol-5-yl)-1-(4-nitrophenyl)prop-2-en-1-one",[O-][N+](=O)C1=CC=C(C=C1)C(=O)\C=C\C1=CC2=C(OCO2)C=C1
DTXSID70285584,DSSTox_Substance_Id,DTXSID70285584,MLS002608398,CCCCN1C=NC2=C1N=C(N)N=C2SCC1=CC=CC=C1Cl
DTXSID90432078,DSSTox_Substance_Id,DTXSID90432078,Rosiglitazone hydrochloride,Cl.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1
DTXSID10367318,DSSTox_Substance_Id,DTXSID10367318,MLS000562741,COC1=CC(OC)=C(NC(=O)C(=O)NNC(=O)C2=CC=CS2)C=C1
DTXSID6037063,DSSTox_Substance_Id,DTXSID6037063,Trichostatin A,C[C@H](\C=C(/C)\C=C\C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C
DTXSID80297178,DSSTox_Substance_Id,DTXSID80297178,MLS002706579,COC(=O)C1(C)COP(=O)(OC1)N1CCCCCC1
DTXSID30350166,DSSTox_Substance_Id,DTXSID30350166,"4-methyl-5-(2-phenylethyl)-4H-1,2,4-triazole-3-thiol",CN1C(=S)NN=C1CCC1=CC=CC=C1
DTXSID4021767,DSSTox_Substance_Id,DTXSID4021767,Methyl acetate,COC(C)=O
DTXSID3048940,DSSTox_Substance_Id,DTXSID3048940,Sodium Oxybate,[Na+].OCCCC([O-])=O
DTXSID70436978,DSSTox_Substance_Id,DTXSID70436978,SN-6,CCOC(=O)C1CSC(CC2=CC=C(OCC3=CC=C(C=C3)[N+]([O-])=O)C=C2)N1
DTXSID60352456,DSSTox_Substance_Id,DTXSID60352456,"6-Methoxy-7,8,9,10-tetrahydro-6H-[1,2,5]oxadiazolo[3,4-c]carbazole",CON1C2=C(CCCC2)C2=C1C=CC1=NON=C21
DTXSID30416933,DSSTox_Substance_Id,DTXSID30416933,AH-487/36972020,CC1=C(N2C=CC(C)=CC2=N1)C(=O)N\N=C/C1=CC=CC=C1[N+]([O-])=O
