SMILES_original,SMILES_standardized,InChI_standardized,InChIKey_standardized,EMBL_Chemcore_ID,Descriptive name,Pesticide type,CAS-Number,Monoisotopic mass,InChI,IUPAC-Name,Supplier,Supplier Object Id,CHEMBL_ID,ChEBI
CCc1cccc(C)c1N([C@@H](C)C(O)=O)C(=O)C(O)=O,CCc1cccc(C)c1N(C(=O)C(=O)O)C(C)C(=O)O,"InChI=1S/C14H17NO5/c1-4-10-7-5-6-8(2)11(10)15(9(3)13(17)18)12(16)14(19)20/h5-7,9H,4H2,1-3H3,(H,17,18)(H,19,20)",IMFSUYMDPTXKCC-UHFFFAOYSA-N,555178,N-(2-Ethyl-6-methylphenyl)-N-oxalo-L-alanine,Herbicide,1217465-10-5,"2,791,107",IMFSUYMDPTXKCC-VIFPVBQESA-N,N-(2-Ethyl-6-methylphenyl)-N-oxalo-L-alanine,SIGMA-ALDRICH,32637-100MG,,
CCc1cccc(C)c1NC(=O)CO,CCc1cccc(C)c1NC(=O)CO,"InChI=1S/C11H15NO2/c1-3-9-6-4-5-8(2)11(9)12-10(14)7-13/h4-6,13H,3,7H2,1-2H3,(H,12,14)",MXMPHDJVYOMMTN-UHFFFAOYSA-N,555179,S-METOLACHLOR METABOLITE CGA 37735 PESTA,Herbicide,0,"1,931,103",,,SIGMA-ALDRICH,32645-100MG,,
CCc1cccc(C)c1NC(=O)C(O)=O,CCc1cccc(C)c1NC(=O)C(=O)O,"InChI=1S/C11H13NO3/c1-3-8-6-4-5-7(2)9(8)12-10(13)11(14)15/h4-6H,3H2,1-2H3,(H,12,13)(H,14,15)",SAWXESXDACFEPC-UHFFFAOYSA-N,555180,(2-Ethyl-6-methylanilino)(oxo)acetic acid,Herbicide,152019-74-4,"2,070,895",SAWXESXDACFEPC-UHFFFAOYSA-N,(2-Ethyl-6-methylanilino)(oxo)acetic acid,SIGMA-ALDRICH,32650-100MG,,
OC1=C(C2CC(Cc3ccccc23)c4ccc(cc4)-c5ccccc5)C(=O)Oc6ccccc16,O=c1c(C2CC(c3ccc(-c4ccccc4)cc3)Cc3ccccc32)c(O)oc2ccccc12,"InChI=1S/C31H24O3/c32-30-26-12-6-7-13-28(26)34-31(33)29(30)27-19-24(18-23-10-4-5-11-25(23)27)22-16-14-21(15-17-22)20-8-2-1-3-9-20/h1-17,24,27,33H,18-19H2",NZOWVZVFSVRNOR-UHFFFAOYSA-N,555181,Difenacoum,Rodenticide,56073-07-05,"4,441,725",FVQITOLOYMWVFU-UHFFFAOYSA-N,"3-[3-([1,1'-Biphenyl]-4-yl)-1,2,3,4-tetrahydronaphthalen-1-yl]-4-hydroxy-2H-1-benzopyran-2-one",SIGMA-ALDRICH,32677-25MG,,CHEBI:80743
CCOC(=O)OC1=C(C(=O)NC12CCC(CC2)OC)c3cc(C)ccc3C,CCOC(=O)OC1=C(c2cc(C)ccc2C)C(=O)NC12CCC(OC)CC2,"InChI=1S/C21H27NO5/c1-5-26-20(24)27-18-17(16-12-13(2)6-7-14(16)3)19(23)22-21(18)10-8-15(25-4)9-11-21/h6-7,12,15H,5,8-11H2,1-4H3,(H,22,23)",CLSVJBIHYWPGQY-UHFFFAOYSA-N,555182,Spirotetramat,Insecticide,203313-25-1,"3,731,889",CLSVJBIHYWPGQY-GGYDESQDNA-N,"(5s,8s)-3-(2,5-Dimethylphenyl)-8-methoxy-2-oxo-1-azaspiro[4.5]dec-3-en-4-yl ethyl carbonate",SIGMA-ALDRICH,32713-100MG,CHEMBL2229173,CHEBI:81975
C\C=C\C=C\CCCCCCCO,CC=CC=CCCCCCCCO,"InChI=1S/C12H22O/c1-2-3-4-5-6-7-8-9-10-11-12-13/h2-5,13H,6-12H2,1H3",CSWBSLXBXRFNST-UHFFFAOYSA-N,555183,"8,10-Dodecadien-1-ol",Insecticide,33956-49-9,"1,821,671",CSWBSLXBXRFNST-MQQKCMAXSA-N,"(8E,10E)-Dodeca-8,10-dien-1-ol",SIGMA-ALDRICH,32716-50MG,CHEMBL3187120,
NC1=C(Cl)C(=O)c2ccccc2C1=O,N=C1C(=O)c2ccccc2C(=O)C1Cl,"InChI=1S/C10H6ClNO2/c11-7-8(12)10(14)6-4-2-1-3-5(6)9(7)13/h1-4,7,12H",XVLIXCWHTLFDNK-UHFFFAOYSA-N,555184,"2-Amino-3-chloro-1,4-naphthoquinone",Herbicide,2797-51-5,"2,070,087",OBLNWSCLAYSJJR-UHFFFAOYSA-N,"2-Amino-3-chloronaphthalene-1,4-dione",SIGMA-ALDRICH,32719-100MG,CHEMBL156959,CHEBI:81849
COC(=O)c1csc(C)c1S(=O)(=O)NC(=O)N2N=C(OC)N(C)C2=O,COC(=O)c1csc(C)c1S(=O)(=O)NC(=O)n1nc(OC)n(C)c1=O,"InChI=1S/C12H14N4O7S2/c1-6-8(7(5-24-6)9(17)22-3)25(20,21)14-10(18)16-12(19)15(2)11(13-16)23-4/h5H,1-4H3,(H,14,18)",XSKZXGDFSCCXQX-UHFFFAOYSA-N,555185,Thiencarbazone-methyl,Herbicide,317815-83-1,"3,900,304",XSKZXGDFSCCXQX-UHFFFAOYSA-N,"Methyl 4-[(3-methoxy-4-methyl-5-oxo-4,5-dihydro-1H-1,2,4-triazole-1-carbonyl)sulfamoyl]-5-methylthiophene-3-carboxylate",SIGMA-ALDRICH,32721-100MG,,
COc1cc(OC)nc(NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C3CC3)n1,COc1cc(OC)[nH]c(=NC(=O)NS(=O)(=O)Nc2ccccc2C(=O)C2CC2)n1,"InChI=1S/C17H19N5O6S/c1-27-13-9-14(28-2)19-16(18-13)20-17(24)22-29(25,26)21-12-6-4-3-5-11(12)15(23)10-7-8-10/h3-6,9-10,21H,7-8H2,1-2H3,(H2,18,19,20,22,24)",OFSLKOLYLQSJPB-UHFFFAOYSA-N,555186,Cyclosulfamuron,Herbicide,136849-15-5,"4,211,056",OFSLKOLYLQSJPB-UHFFFAOYSA-N,"N-{[2-(Cyclopropanecarbonyl)phenyl]sulfamoyl}-N'-(4,6-dimethoxypyrimidin-2-yl)carbamimidic acid",SIGMA-ALDRICH,32743-100MG,,CHEBI:81747
CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(cc2F)C#N)cc1,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C#N)cc2F)cc1,"InChI=1S/C20H20FNO4/c1-3-4-11-24-20(23)14(2)25-16-6-8-17(9-7-16)26-19-10-5-15(13-22)12-18(19)21/h5-10,12,14H,3-4,11H2,1-2H3",TYIYMOAHACZAMQ-UHFFFAOYSA-N,555187,Cyhalofop-butyl,Herbicide,122008-85-9,"3,571,376",TYIYMOAHACZAMQ-CQSZACIVSA-N,Butyl (2R)-2-[4-(4-cyano-2-fluorophenoxy)phenoxy]propanoate,SIGMA-ALDRICH,32753-50MG,CHEMBL1900438,CHEBI:81863
CS(=O)(=O)c1ccc(c(Cl)c1COCC(F)(F)F)C(=O)C2C(=O)CCCC2=O,CS(=O)(=O)c1ccc(C(=O)C2C(=O)CCCC2=O)c(Cl)c1COCC(F)(F)F,"InChI=1S/C17H16ClF3O6S/c1-28(25,26)13-6-5-9(15(18)10(13)7-27-8-17(19,20)21)16(24)14-11(22)3-2-4-12(14)23/h5-6,14H,2-4,7-8H2,1H3",IUQAXCIUEPFPSF-UHFFFAOYSA-N,555188,Tembotrione,Herbicide,335104-84-2,"4,400,308",IUQAXCIUEPFPSF-UHFFFAOYSA-N,"2-{2-Chloro-4-(methanesulfonyl)-3-[(2,2,2-trifluoroethoxy)methyl]benzoyl}cyclohexane-1,3-dione",SIGMA-ALDRICH,32766-100MG,CHEMBL2272077,
Cc1cc(ccc1NC(=O)c2cccc(I)c2C(=O)NC(C)(C)CS(C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F,Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)ccc1NC(=O)c1cccc(I)c1C(=O)NC(C)(C)CS(C)(=O)=O,"InChI=1S/C23H22F7IN2O4S/c1-12-10-13(21(24,22(25,26)27)23(28,29)30)8-9-16(12)32-18(34)14-6-5-7-15(31)17(14)19(35)33-20(2,3)11-38(4,36)37/h5-10H,11H2,1-4H3,(H,32,34)(H,33,35)",ZGNITFSDLCMLGI-UHFFFAOYSA-N,555189,Flubendiamide,Insecticide,272451-65-7,"6,820,233",ZGNITFSDLCMLGI-UHFFFAOYSA-N,"N~1~-[4-(1,1,1,2,3,3,3-Heptafluoropropan-2-yl)-2-methylphenyl]-3-iodo-N~2~-[1-(methanesulfonyl)-2-methylpropan-2-yl]benzene-1,2-dicarboxamide",SIGMA-ALDRICH,32801-100MG,CHEMBL563789,
COc1cc(OCC#C)ccc1CCNC(=O)C(OCC#C)c2ccc(Cl)cc2,C#CCOc1ccc(CCNC(=O)C(OCC#C)c2ccc(Cl)cc2)c(OC)c1,"InChI=1S/C23H22ClNO4/c1-4-14-28-20-11-8-17(21(16-20)27-3)12-13-25-23(26)22(29-15-5-2)18-6-9-19(24)10-7-18/h1-2,6-11,16,22H,12-15H2,3H3,(H,25,26)",IQHQPCJSVRKTPY-UHFFFAOYSA-N,555190,Mandipropamid,Fungicide,374726-62-2,"4,111,237",KWLVWJPJKJMCSH-UHFFFAOYSA-N,2-(4-Chlorophenyl)-N-(2-{3-methoxy-4-[(prop-2-yn-1-yl)oxy]phenyl}ethyl)-2-[(prop-2-yn-1-yl)oxy]acetamide,SIGMA-ALDRICH,32805-100MG,CHEMBL271907,CHEBI:83617
CN(C)C(CSS(O)(=O)=O)CSS(=O)(=O)O[Na],CN(C)C(CSS(=O)(=O)O)CSS(=O)(=O)O,"InChI=1S/C5H13NO6S4/c1-6(2)5(3-13-15(7,8)9)4-14-16(10,11)12/h5H,3-4H2,1-2H3,(H,7,8,9)(H,10,11,12)",PYNKFIVDSJSNGL-UHFFFAOYSA-N,555192,Thiosultap-monosodium [ISO],Insecticide,29547-00-0,"3,109,626",MBNMHBAJUNHZRE-UHFFFAOYSA-M,Sodium S-[2-(dimethylamino)-3-(sulfosulfanyl)propyl] sulfurothioate,SIGMA-ALDRICH,32811-100MG,CHEMBL2270933,CHEBI:64386
CSC(=O)c1cccc2nnsc12,CSC(=O)c1cccc2nnsc12,"InChI=1S/C8H6N2OS2/c1-12-8(11)5-3-2-4-6-7(5)13-10-9-6/h2-4H,1H3",UELITFHSCLAHKR-UHFFFAOYSA-N,555193,Acibenzolar-S-methyl,Fungicide,135158-54-2,"2,099,922",UELITFHSCLAHKR-UHFFFAOYSA-N,"S-Methyl 1,2,3-benzothiadiazole-7-carbothioate",SIGMA-ALDRICH,32820-100MG,CHEMBL425055,CHEBI:73178
CCc1cc(C)cc(CC)c1C2=C(OC(=O)C(C)(C)C)N3CCOCCN3C2=O,CCc1cc(C)cc(CC)c1-c1c(OC(=O)C(C)(C)C)n2n(c1=O)CCOCC2,"InChI=1S/C23H32N2O4/c1-7-16-13-15(3)14-17(8-2)18(16)19-20(26)24-9-11-28-12-10-25(24)21(19)29-22(27)23(4,5)6/h13-14H,7-12H2,1-6H3",MGOHCFMYLBAPRN-UHFFFAOYSA-N,555194,Pinoxaden,Herbicide,243973-20-8,"4,002,362",MGOHCFMYLBAPRN-UHFFFAOYSA-N,"8-(2,6-Diethyl-4-methylphenyl)-7-oxo-1,2,4,5-tetrahydro-7H-pyrazolo[1,2-d][1,4,5]oxadiazepin-9-yl 2,2-dimethylpropanoate",SIGMA-ALDRICH,32821-25MG,CHEMBL1866631,CHEBI:83524
CC(Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1)C(O)=O,CC(Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1)C(=O)O,"InChI=1S/C15H12F3NO4/c1-9(14(20)21)22-11-3-5-12(6-4-11)23-13-7-2-10(8-19-13)15(16,17)18/h2-9H,1H3,(H,20,21)",YUVKUEAFAVKILW-UHFFFAOYSA-N,555195,Fluazifop,Herbicide,69335-91-7,"3,270,718",YUVKUEAFAVKILW-UHFFFAOYSA-N,2-(4-{[5-(Trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoic acid,SIGMA-ALDRICH,32824-10MG,CHEMBL376218,CHEBI:83598
CN(C)S(=O)(=O)n1cnc(n1)S(=O)(=O)n2c(C)c(Br)c3ccc(F)cc23,Cc1c(Br)c2ccc(F)cc2n1S(=O)(=O)c1ncn(S(=O)(=O)N(C)C)n1,"InChI=1S/C13H13BrFN5O4S2/c1-8-12(14)10-5-4-9(15)6-11(10)20(8)25(21,22)13-16-7-19(17-13)26(23,24)18(2)3/h4-7H,1-3H3",BREATYVWRHIPIY-UHFFFAOYSA-N,555196,Amisulbrom,Fungicide,348635-87-0,"4,649,576",BREATYVWRHIPIY-UHFFFAOYSA-N,"3-(3-Bromo-6-fluoro-2-methyl-1H-indole-1-sulfonyl)-N,N-dimethyl-1H-1,2,4-triazole-1-sulfonamide",SIGMA-ALDRICH,32849-25MG,,CHEBI:81846
OC(=O)C1(CC1)C(=O)Nc2ccc(Cl)cc2Cl,O=C(O)C1(C(=O)Nc2ccc(Cl)cc2Cl)CC1,"InChI=1S/C11H9Cl2NO3/c12-6-1-2-8(7(13)5-6)14-9(15)11(3-4-11)10(16)17/h1-2,5H,3-4H2,(H,14,15)(H,16,17)",GLWWLNJJJCTFMZ-UHFFFAOYSA-N,555197,Cyclanilide,Plant Growth Regulator,113136-77-9,"2,729,959",GLWWLNJJJCTFMZ-UHFFFAOYSA-N,"1-[(2,4-Dichlorophenyl)carbamoyl]cyclopropane-1-carboxylic acid",SIGMA-ALDRICH,32871-100MG,CHEMBL1904079,
CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)O\N=C(\C)SC,CCOC(=O)CCN(Cc1ccccc1)SN(C)C(=O)ON=C(C)SC,"InChI=1S/C17H25N3O4S2/c1-5-23-16(21)11-12-20(13-15-9-7-6-8-10-15)26-19(3)17(22)24-18-14(2)25-4/h6-10H,5,11-13H2,1-4H3",GMAUQNJOSOMMHI-UHFFFAOYSA-N,555198,Alanycarb,Insecticide,83130-01-02,"3,991,286",GMAUQNJOSOMMHI-JXAWBTAJSA-N,Ethyl N-benzyl-N-({methyl[({(Z)-[1-(methylsulfanyl)ethylidene]amino}oxy)carbonyl]amino}sulfanyl)-beta-alaninate,SIGMA-ALDRICH,32872-100MG,,CHEBI:38463
CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(Cl)cc(OC)n2,CCOC(=O)c1ccccc1S(=O)(=O)NC(=O)N=c1nc(Cl)cc(OC)[nH]1,"InChI=1S/C15H15ClN4O6S/c1-3-26-13(21)9-6-4-5-7-10(9)27(23,24)20-15(22)19-14-17-11(16)8-12(18-14)25-2/h4-8H,3H2,1-2H3,(H2,17,18,19,20,22)",NSWAMPCUPHPTTC-UHFFFAOYSA-N,555199,Chlorimuron-ethyl,Herbicide,90982-32-4,"4,140,401",NSWAMPCUPHPTTC-UHFFFAOYSA-N,Ethyl 2-{[(4-chloro-6-methoxypyrimidin-2-yl)carbamoyl]sulfamoyl}benzoate,SIGMA-ALDRICH,32874-100MG,CHEMBL1231791,
C\C(C)=C/C1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,"InChI=1S/C19H24O3/c1-7-8-13-12(4)16(10-15(13)20)22-18(21)17-14(9-11(2)3)19(17,5)6/h1,9,14,16-17H,8,10H2,2-6H3",SMKRKQBMYOFFMU-UHFFFAOYSA-N,555201,Prallethrin,Insecticide,23031-36-9,"3,001,725",SMKRKQBMYOFFMU-UHFFFAOYSA-N,"2-Methyl-4-oxo-3-(prop-2-yn-1-yl)cyclopent-2-en-1-yl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate",SIGMA-ALDRICH,32917-100MG,CHEMBL1876311,
COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2,COC(=O)c1c(Cl)nn(C)c1S(=O)(=O)NC(=O)N=c1nc(OC)cc(OC)[nH]1,"InChI=1S/C13H15ClN6O7S/c1-20-10(8(9(14)18-20)11(21)27-4)28(23,24)19-13(22)17-12-15-6(25-2)5-7(16-12)26-3/h5H,1-4H3,(H2,15,16,17,19,22)",FMGZEUWROYGLAY-UHFFFAOYSA-N,555202,Halosulfuron-methyl,Herbicide,100784-20-1,"4,340,411",FMGZEUWROYGLAY-UHFFFAOYSA-N,"Methyl 3-chloro-5-{[(4,6-dimethoxypyrimidin-2-yl)carbamoyl]sulfamoyl}-1-methyl-1H-pyrazole-4-carboxylate",SIGMA-ALDRICH,32918-50MG,CHEMBL2140532,CHEBI:81750
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(Cl)nc3ccccn23)n1,COc1cc(OC)[nH]c(=NC(=O)NS(=O)(=O)c2c(Cl)nc3ccccn23)n1,"InChI=1S/C14H13ClN6O5S/c1-25-9-7-10(26-2)18-13(17-9)19-14(22)20-27(23,24)12-11(15)16-8-5-3-4-6-21(8)12/h3-7H,1-2H3,(H2,17,18,19,20,22)",NAGRVUXEKKZNHT-UHFFFAOYSA-N,555203,Imazosulfuron,Herbicide,122548-33-8,"4,120,357",NAGRVUXEKKZNHT-UHFFFAOYSA-N,"N-(2-Chloroimidazo[1,2-a]pyridine-3-sulfonyl)-N'-(4,6-dimethoxypyrimidin-2-yl)carbamimidic acid",SIGMA-ALDRICH,32919-50MG,,CHEBI:81751
CC1CNC(=S)N1,CC1CNC(=S)N1,"InChI=1S/C4H8N2S/c1-3-2-5-4(7)6-3/h3H,2H2,1H3,(H2,5,6,7)",NGZJXCFNBVJLQN-UHFFFAOYSA-N,555204,4-Methylimidazolidine-2-thione,,2122-19-2,"1,160,408",NGZJXCFNBVJLQN-UHFFFAOYSA-N,4-Methylimidazolidine-2-thione,SIGMA-ALDRICH,32949-25MG,,
ClCC(CCl)OP(=O)(OC(CCl)CCl)OC(CCl)CCl,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,"InChI=1S/C9H15Cl6O4P/c10-1-7(2-11)17-20(16,18-8(3-12)4-13)19-9(5-14)6-15/h7-9H,1-6H2",ASLWPAWFJZFCKF-UHFFFAOYSA-N,555205,"Tris(1,3-dichloro-2-propyl) phosphate",Chemical,13674-87-8,"4,278,839",ASLWPAWFJZFCKF-UHFFFAOYSA-N,"Tris(1,3-dichloropropan-2-yl) phosphate",SIGMA-ALDRICH,32951-100MG,CHEMBL3182032,
CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,"InChI=1S/C9H18Cl3O4P/c1-7(4-10)14-17(13,15-8(2)5-11)16-9(3)6-12/h7-9H,4-6H2,1-3H3",KVMPUXDNESXNOH-UHFFFAOYSA-N,555206,Tris(2-chloroisopropyl)phosphate,Chemical,13674-84-5,"3,260,008",KVMPUXDNESXNOH-UHFFFAOYSA-N,Tris(1-chloropropan-2-yl) phosphate,SIGMA-ALDRICH,32952-100MG,CHEMBL3188873,
COc1ccc(Br)c(C)c1C(=O)c2c(C)cc(OC)c(OC)c2OC,COc1cc(C)c(C(=O)c2c(OC)ccc(Br)c2C)c(OC)c1OC,"InChI=1S/C19H21BrO5/c1-10-9-14(23-4)18(24-5)19(25-6)15(10)17(21)16-11(2)12(20)7-8-13(16)22-3/h7-9H,1-6H3",AMSPWOYQQAWRRM-UHFFFAOYSA-N,555207,Metrafenone,Fungicide,220899-03-6,"4,080,572",AMSPWOYQQAWRRM-UHFFFAOYSA-N,"(3-Bromo-6-methoxy-2-methylphenyl)(2,3,4-trimethoxy-6-methylphenyl)methanone",SIGMA-ALDRICH,32964-100MG,CHEMBL2288405,CHEBI:83345
FC(F)(F)Oc1ccc(NC(=O)N\N=C(/Cc2ccc(cc2)C#N)c3cccc(c3)C(F)(F)F)cc1,N#Cc1ccc(CC(=NNC(=O)Nc2ccc(OC(F)(F)F)cc2)c2cccc(C(F)(F)F)c2)cc1,"InChI=1S/C24H16F6N4O2/c25-23(26,27)18-3-1-2-17(13-18)21(12-15-4-6-16(14-31)7-5-15)33-34-22(35)32-19-8-10-20(11-9-19)36-24(28,29)30/h1-11,13H,12H2,(H2,32,34,35)",MIFOMMKAVSCNKQ-UHFFFAOYSA-N,555208,Metaflumizone,Insecticide,139968-49-3,"5,061,177",MIFOMMKAVSCNKQ-UHFFFAOYSA-N,2-{2-(4-Cyanophenyl)-1-[3-(trifluoromethyl)phenyl]ethylidene}-N-[4-(trifluoromethoxy)phenyl]hydrazine-1-carboxamide,SIGMA-ALDRICH,32966-100MG,CHEMBL2271765,CHEBI:81803
CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,CCOC(=O)C(C)OC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],"InChI=1S/C19H15ClF3NO7/c1-3-29-17(25)10(2)30-18(26)13-9-12(5-6-15(13)24(27)28)31-16-7-4-11(8-14(16)20)19(21,22)23/h4-10H,3H2,1-2H3",CONWAEURSVPLRM-UHFFFAOYSA-N,555209,Lactofen,Herbicide,77501-63-4,"4,610,489",CONWAEURSVPLRM-UHFFFAOYSA-N,1-Ethoxy-1-oxopropan-2-yl 5-[2-chloro-4-(trifluoromethyl)phenoxy]-2-nitrobenzoate,SIGMA-ALDRICH,32972-100MG,CHEMBL1243178,
Cc1nn(C)c(O)c1C(=O)c2cc(ccc2S(C)(=O)=O)C(F)(F)F,Cc1[nH]n(C)c(=O)c1C(=O)c1cc(C(F)(F)F)ccc1S(C)(=O)=O,"InChI=1S/C14H13F3N2O4S/c1-7-11(13(21)19(2)18-7)12(20)9-6-8(14(15,16)17)4-5-10(9)24(3,22)23/h4-6,18H,1-3H3",FRCABOFVSVZGSJ-UHFFFAOYSA-N,555210,Pyrasulfotole,Herbicide,365400-11-9,"3,620,548",AJEGVIFUBLHTHY-UHFFFAOYNA-N,"4-{Hydroxy[2-(methanesulfonyl)-4-(trifluoromethyl)phenyl]methyl}-1,3-dimethyl-1H-pyrazol-5-ol",SIGMA-ALDRICH,32973-100MG,,
Clc1cc(NC(=O)Nc2ccccc2)ccn1,O=C(N=c1cc[nH]c(Cl)c1)Nc1ccccc1,"InChI=1S/C12H10ClN3O/c13-11-8-10(6-7-14-11)16-12(17)15-9-4-2-1-3-5-9/h1-8H,(H2,14,15,16,17)",GPXLRLUVLMHHIK-UHFFFAOYSA-N,555211,Forchlorfenuron,,68157-60-8,"2,470,512",GPXLRLUVLMHHIK-UHFFFAOYSA-N,N-(2-Chloropyridin-4-yl)-N'-phenylurea,SIGMA-ALDRICH,32974-100MG,CHEMBL1229826,CHEBI:81861
C\C(NCc1ccc(Cl)nc1)=N/C#N,CC(=NC#N)NCc1ccc(Cl)nc1,"InChI=1S/C9H9ClN4/c1-7(14-6-11)12-4-8-2-3-9(10)13-5-8/h2-3,5H,4H2,1H3,(H,12,14)",AYEAUPRZTZWBBF-UHFFFAOYSA-N,555212,(1E)-N-[(6-Chloropyridin-3-yl)methyl]-N'-cyanoethanimidamide,Insecticide,190604-92-3,"2,080,516",AYEAUPRZTZWBBF-UHFFFAOYSA-N,(1E)-N-[(6-Chloropyridin-3-yl)methyl]-N'-cyanoethanimidamide,SIGMA-ALDRICH,32979-10MG,CHEMBL2287444,
CC(C)OC(=O)N[C@@H](C(C)C)C(=O)N[C@H](C)c1nc2ccc(F)cc2s1,CC(C)OC(=O)NC(C(=O)NC(C)c1nc2ccc(F)cc2s1)C(C)C,"InChI=1S/C18H24FN3O3S/c1-9(2)15(22-18(24)25-10(3)4)16(23)20-11(5)17-21-13-7-6-12(19)8-14(13)26-17/h6-11,15H,1-5H3,(H,20,23)(H,22,24)",USRKFGIXLGKMKU-UHFFFAOYSA-N,555213,Benthiavalicarb-isopropyl,Fungicide,177406-68-7,"3,811,522",USRKFGIXLGKMKU-ABAIWWIYSA-N,"Propan-2-yl [(2S)-1-{[(1R)-1-(6-fluoro-1,3-benzothiazol-2-yl)ethyl]amino}-3-methyl-1-oxobutan-2-yl]carbamate",SIGMA-ALDRICH,33006-10MG,CHEMBL2334743,CHEBI:81732
COC(=O)[C@@H](C)Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1,COC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,"InChI=1S/C16H13ClF3NO4/c1-9(15(22)23-2)24-11-3-5-12(6-4-11)25-14-13(17)7-10(8-21-14)16(18,19)20/h3-9H,1-2H3",MFSWTRQUCLNFOM-UHFFFAOYSA-N,555214,Haloxyfop-P-methyl,Herbicide,72619-32-0,"3,750,485",MFSWTRQUCLNFOM-SECBINFHSA-N,Methyl (2R)-2-(4-{[3-chloro-5-(trifluoromethyl)pyridin-2-yl]oxy}phenoxy)propanoate,SIGMA-ALDRICH,33197-100MG,CHEMBL1891461,CHEBI:5616
CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)Nc3nc(OC)cc(OC)n3,CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)N=c1nc(OC)cc(OC)[nH]1,"InChI=1S/C16H18N6O7S2/c1-4-30(24,25)13-14(22-8-6-5-7-10(22)17-13)31(26,27)21-16(23)20-15-18-11(28-2)9-12(19-15)29-3/h5-9H,4H2,1-3H3,(H2,18,19,20,21,23)",RBSXHDIPCIWOMG-UHFFFAOYSA-N,555215,Sulfosulfuron,Herbicide,141776-32-1,"4,700,678",RBSXHDIPCIWOMG-UHFFFAOYSA-N,"N-[(4,6-Dimethoxypyrimidin-2-yl)carbamoyl]-2-(ethanesulfonyl)imidazo[1,2-a]pyridine-3-sulfonamide",SIGMA-ALDRICH,33307-100MG,CHEMBL2251590,
CC(C)Oc1cccc(NC(=O)c2ccccc2C)c1,Cc1ccccc1C(=O)Nc1cccc(OC(C)C)c1,"InChI=1S/C17H19NO2/c1-12(2)20-15-9-6-8-14(11-15)18-17(19)16-10-5-4-7-13(16)3/h4-12H,1-3H3,(H,18,19)",BCTQJXQXJVLSIG-UHFFFAOYSA-N,555217,Mepronil,Fungicide,55814-41-0,"2,691,416",BCTQJXQXJVLSIG-UHFFFAOYSA-N,2-Methyl-N-{3-[(propan-2-yl)oxy]phenyl}benzamide,SIGMA-ALDRICH,33361-100MG,CHEMBL1615095,CHEBI:81823
CCN(CC)C(=O)SCc1ccccc1Cl,CCN(CC)C(=O)SCc1ccccc1Cl,"InChI=1S/C12H16ClNOS/c1-3-14(4-2)12(15)16-9-10-7-5-6-8-11(10)13/h5-8H,3-4,9H2,1-2H3",LLLFASISUZUJEQ-UHFFFAOYSA-N,555218,Orbencarb,Herbicide,34622-58-7,"2,570,641",LLLFASISUZUJEQ-UHFFFAOYSA-N,S-[(2-Chlorophenyl)methyl] diethylcarbamothioate,SIGMA-ALDRICH,33362-100MG,,CHEBI:7778
Oc1c(Cl)cc(cc1Cl)C#N,N#Cc1cc(Cl)c(O)c(Cl)c1,"InChI=1S/C7H3Cl2NO/c8-5-1-4(3-10)2-6(9)7(5)11/h1-2,11H",YRSSHOVRSMQULE-UHFFFAOYSA-N,555219,Chloroxynil,Herbicide,1891-95-8,"1,869,592",YRSSHOVRSMQULE-UHFFFAOYSA-N,"3,5-Dichloro-4-hydroxybenzonitrile",SIGMA-ALDRICH,33363-25MG,,
